,logS,temperature,solvent_smiles,solute_smiles,source
14139,-2.0155998879337895,323.15,CC(C)=O,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,10.1021/acs.jced.8b01101
14140,-0.37720324827551965,273.15,CC(C)=O,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,10.1021/acs.jced.8b01099
14141,-0.29936936101115563,278.15,CC(C)=O,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,10.1021/acs.jced.8b01099
14142,-0.22965697855404169,283.15,CC(C)=O,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,10.1021/acs.jced.8b01099
14143,-0.16065760690951247,288.15,CC(C)=O,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,10.1021/acs.jced.8b01099
14144,-0.0932216007627934,293.15,CC(C)=O,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,10.1021/acs.jced.8b01099
14145,-0.02448806497734898,298.15,CC(C)=O,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,10.1021/acs.jced.8b01099
14146,0.03828179933092663,303.15,CC(C)=O,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,10.1021/acs.jced.8b01099
14147,0.10688498598544874,308.15,CC(C)=O,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,10.1021/acs.jced.8b01099
14148,0.17811208816821486,313.15,CC(C)=O,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,10.1021/acs.jced.8b01099
14149,0.2440558083783738,318.15,CC(C)=O,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,10.1021/acs.jced.8b01099
14150,-0.19260644530052273,273.15,CC(C)=O,Cc1nc(C)c(C)nc1C,10.1021/acs.jced.8b00888
14151,-0.08506236175456364,278.15,CC(C)=O,Cc1nc(C)c(C)nc1C,10.1021/acs.jced.8b00888
14152,-0.007523605636296499,283.15,CC(C)=O,Cc1nc(C)c(C)nc1C,10.1021/acs.jced.8b00888
14153,0.07609528199106817,288.15,CC(C)=O,Cc1nc(C)c(C)nc1C,10.1021/acs.jced.8b00888
14154,0.15865189719726072,293.15,CC(C)=O,Cc1nc(C)c(C)nc1C,10.1021/acs.jced.8b00888
14155,0.2524153465023814,298.15,CC(C)=O,Cc1nc(C)c(C)nc1C,10.1021/acs.jced.8b00888
14156,0.3216185909629192,303.15,CC(C)=O,Cc1nc(C)c(C)nc1C,10.1021/acs.jced.8b00888
14157,0.3919096357345079,308.15,CC(C)=O,Cc1nc(C)c(C)nc1C,10.1021/acs.jced.8b00888
14158,0.4418519481871407,313.15,CC(C)=O,Cc1nc(C)c(C)nc1C,10.1021/acs.jced.8b00888
14159,-1.9458394841165323,273.15,CC(C)=O,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,10.1021/acs.jced.8b00902
14160,-1.8831864197863004,278.15,CC(C)=O,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,10.1021/acs.jced.8b00902
14161,-1.8136913856461574,283.15,CC(C)=O,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,10.1021/acs.jced.8b00902
14162,-1.74856332011549,288.15,CC(C)=O,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,10.1021/acs.jced.8b00902
14163,-1.6835031477717146,293.15,CC(C)=O,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,10.1021/acs.jced.8b00902
14164,-1.6222850845636456,298.15,CC(C)=O,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,10.1021/acs.jced.8b00902
14165,-1.5636181817470574,303.15,CC(C)=O,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,10.1021/acs.jced.8b00902
14166,-1.5052391576200306,308.15,CC(C)=O,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,10.1021/acs.jced.8b00902
14167,-1.4479118167153664,313.15,CC(C)=O,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,10.1021/acs.jced.8b00902
14168,-1.3916956788804316,318.15,CC(C)=O,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,10.1021/acs.jced.8b00902
14169,-0.10151487767571978,278.15,CC(C)=O,N#CCc1ccc([N+](=O)[O-])cc1,10.1021/acs.jced.8b00811
14170,-0.04182867202251096,283.15,CC(C)=O,N#CCc1ccc([N+](=O)[O-])cc1,10.1021/acs.jced.8b00811
14171,0.013447611686609894,288.15,CC(C)=O,N#CCc1ccc([N+](=O)[O-])cc1,10.1021/acs.jced.8b00811
14172,0.06794176068471994,293.15,CC(C)=O,N#CCc1ccc([N+](=O)[O-])cc1,10.1021/acs.jced.8b00811
14173,0.11910478141681319,298.15,CC(C)=O,N#CCc1ccc([N+](=O)[O-])cc1,10.1021/acs.jced.8b00811
14174,0.17292702337487886,303.15,CC(C)=O,N#CCc1ccc([N+](=O)[O-])cc1,10.1021/acs.jced.8b00811
14175,0.22480337971802195,308.15,CC(C)=O,N#CCc1ccc([N+](=O)[O-])cc1,10.1021/acs.jced.8b00811
14176,0.277150254803579,313.15,CC(C)=O,N#CCc1ccc([N+](=O)[O-])cc1,10.1021/acs.jced.8b00811
14177,0.3269029183926429,318.15,CC(C)=O,N#CCc1ccc([N+](=O)[O-])cc1,10.1021/acs.jced.8b00811
14178,0.37727024838857875,323.15,CC(C)=O,N#CCc1ccc([N+](=O)[O-])cc1,10.1021/acs.jced.8b00811
14179,0.42588703209078604,328.15,CC(C)=O,N#CCc1ccc([N+](=O)[O-])cc1,10.1021/acs.jced.8b00811
14180,-2.18688911022123,283.15,CC(C)=O,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,10.1021/acs.jced.8b00717
14181,-2.1090477601194864,288.15,CC(C)=O,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,10.1021/acs.jced.8b00717
14182,-2.0272155117364754,293.15,CC(C)=O,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,10.1021/acs.jced.8b00717
14183,-1.917943122916558,298.15,CC(C)=O,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,10.1021/acs.jced.8b00717
14184,-1.835467787396059,303.15,CC(C)=O,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,10.1021/acs.jced.8b00717
14185,-1.7499265249785618,308.15,CC(C)=O,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,10.1021/acs.jced.8b00717
14186,-1.6454107847081578,313.15,CC(C)=O,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,10.1021/acs.jced.8b00717
14187,-1.5516090639893576,318.15,CC(C)=O,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,10.1021/acs.jced.8b00717
14188,-1.4691404842000737,323.15,CC(C)=O,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,10.1021/acs.jced.8b00717
14189,-1.0164555848687737,283.15,CC(C)=O,CC[C@@H](C(N)=O)N1CCCC1=O,10.1021/acs.jced.8b00720
14190,-0.9152506845159367,288.15,CC(C)=O,CC[C@@H](C(N)=O)N1CCCC1=O,10.1021/acs.jced.8b00720
14191,-0.819317860270047,293.15,CC(C)=O,CC[C@@H](C(N)=O)N1CCCC1=O,10.1021/acs.jced.8b00720
14192,-0.7222181127768355,298.15,CC(C)=O,CC[C@@H](C(N)=O)N1CCCC1=O,10.1021/acs.jced.8b00720
14193,-0.6298545271133944,303.15,CC(C)=O,CC[C@@H](C(N)=O)N1CCCC1=O,10.1021/acs.jced.8b00720
14194,-0.5389073419451209,308.15,CC(C)=O,CC[C@@H](C(N)=O)N1CCCC1=O,10.1021/acs.jced.8b00720
14195,-0.45114439198132517,313.15,CC(C)=O,CC[C@@H](C(N)=O)N1CCCC1=O,10.1021/acs.jced.8b00720
14196,-0.3636932833382667,318.15,CC(C)=O,CC[C@@H](C(N)=O)N1CCCC1=O,10.1021/acs.jced.8b00720
14197,-0.27839221747833187,323.15,CC(C)=O,CC[C@@H](C(N)=O)N1CCCC1=O,10.1021/acs.jced.8b00720
14198,-0.30629642607164465,293.15,CC(C)=O,O=C(O)c1cc2ccccc2cc1O,10.1021/acs.jced.8b00578
14199,-0.27921455300145287,298.15,CC(C)=O,O=C(O)c1cc2ccccc2cc1O,10.1021/acs.jced.8b00578
14200,-0.24626097677638997,303.15,CC(C)=O,O=C(O)c1cc2ccccc2cc1O,10.1021/acs.jced.8b00578
14201,-0.21167786677687953,308.15,CC(C)=O,O=C(O)c1cc2ccccc2cc1O,10.1021/acs.jced.8b00578
14202,-0.1746422463284586,313.15,CC(C)=O,O=C(O)c1cc2ccccc2cc1O,10.1021/acs.jced.8b00578
14203,-0.14440597152696874,318.15,CC(C)=O,O=C(O)c1cc2ccccc2cc1O,10.1021/acs.jced.8b00578
14204,-0.10201481479055434,323.15,CC(C)=O,O=C(O)c1cc2ccccc2cc1O,10.1021/acs.jced.8b00578
14205,-0.06868690899395767,328.15,CC(C)=O,O=C(O)c1cc2ccccc2cc1O,10.1021/acs.jced.8b00578
14206,-1.266052796152853,273.15,CC(C)=O,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)O,10.1021/acs.jced.8b00333
14207,-1.2277257883787247,278.15,CC(C)=O,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)O,10.1021/acs.jced.8b00333
14208,-1.1898479088534235,283.15,CC(C)=O,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)O,10.1021/acs.jced.8b00333
14209,-1.1516201360974936,288.15,CC(C)=O,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)O,10.1021/acs.jced.8b00333
14210,-1.11170182172084,293.15,CC(C)=O,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)O,10.1021/acs.jced.8b00333
14211,-1.0720082429744788,298.15,CC(C)=O,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)O,10.1021/acs.jced.8b00333
14212,-1.0273599618983635,303.15,CC(C)=O,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)O,10.1021/acs.jced.8b00333
14213,-0.9834725627090606,308.15,CC(C)=O,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)O,10.1021/acs.jced.8b00333
14214,-0.9402730379917659,313.15,CC(C)=O,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)O,10.1021/acs.jced.8b00333
14215,-0.8954382032734567,318.15,CC(C)=O,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)O,10.1021/acs.jced.8b00333
14216,-0.14322627415765374,278.15,CC(C)=O,CC(C)(C#N)N=NC(C)(C)C#N,10.1021/acs.jced.7b00538
14217,-0.06788196474342112,283.45,CC(C)=O,CC(C)(C#N)N=NC(C)(C)C#N,10.1021/acs.jced.7b00538
14218,0.006259227937194942,288.75,CC(C)=O,CC(C)(C#N)N=NC(C)(C)C#N,10.1021/acs.jced.7b00538
14219,0.07886342879918627,293.05,CC(C)=O,CC(C)(C#N)N=NC(C)(C)C#N,10.1021/acs.jced.7b00538
14220,0.1554407008637613,297.85,CC(C)=O,CC(C)(C#N)N=NC(C)(C)C#N,10.1021/acs.jced.7b00538
14221,0.231923192984509,302.95,CC(C)=O,CC(C)(C#N)N=NC(C)(C)C#N,10.1021/acs.jced.7b00538
14222,0.2867904518407589,307.95,CC(C)=O,CC(C)(C#N)N=NC(C)(C)C#N,10.1021/acs.jced.7b00538
14223,0.36713052088960385,312.75,CC(C)=O,CC(C)(C#N)N=NC(C)(C)C#N,10.1021/acs.jced.7b00538
14224,0.43770240916712805,318.05,CC(C)=O,CC(C)(C#N)N=NC(C)(C)C#N,10.1021/acs.jced.7b00538
14225,0.488539440947177,322.75,CC(C)=O,CC(C)(C#N)N=NC(C)(C)C#N,10.1021/acs.jced.7b00538
14226,-1.4698474962404484,278.15,CC(C)=O,CC1(C)COP(=O)(C(Nc2ccccc2)c2ccccc2)OC1,10.1021/acs.jced.7b00585
14227,-1.3636133539019064,283.75,CC(C)=O,CC1(C)COP(=O)(C(Nc2ccccc2)c2ccccc2)OC1,10.1021/acs.jced.7b00585
14228,-1.227690557532751,288.15,CC(C)=O,CC1(C)COP(=O)(C(Nc2ccccc2)c2ccccc2)OC1,10.1021/acs.jced.7b00585
14229,-1.1046415534955305,293.75,CC(C)=O,CC1(C)COP(=O)(C(Nc2ccccc2)c2ccccc2)OC1,10.1021/acs.jced.7b00585
14230,-1.0074542273289249,298.65,CC(C)=O,CC1(C)COP(=O)(C(Nc2ccccc2)c2ccccc2)OC1,10.1021/acs.jced.7b00585
14231,-0.9188681738899545,302.75,CC(C)=O,CC1(C)COP(=O)(C(Nc2ccccc2)c2ccccc2)OC1,10.1021/acs.jced.7b00585
14232,-0.8261573675855354,307.85,CC(C)=O,CC1(C)COP(=O)(C(Nc2ccccc2)c2ccccc2)OC1,10.1021/acs.jced.7b00585
14233,-0.739581240696753,311.75,CC(C)=O,CC1(C)COP(=O)(C(Nc2ccccc2)c2ccccc2)OC1,10.1021/acs.jced.7b00585
14234,-0.6476569697389649,317.15,CC(C)=O,CC1(C)COP(=O)(C(Nc2ccccc2)c2ccccc2)OC1,10.1021/acs.jced.7b00585
14235,-0.6148613822293327,321.25,CC(C)=O,CC1(C)COP(=O)(C(Nc2ccccc2)c2ccccc2)OC1,10.1021/acs.jced.7b00585
14236,0.039784633481185515,278.15,CC(C)=O,N#Cc1cccc([N+](=O)[O-])c1,10.1021/acs.jced.7b00615
14237,0.09665394017836773,283.15,CC(C)=O,N#Cc1cccc([N+](=O)[O-])c1,10.1021/acs.jced.7b00615
14238,0.1621315609171071,288.15,CC(C)=O,N#Cc1cccc([N+](=O)[O-])c1,10.1021/acs.jced.7b00615
14239,0.22440765672064952,293.15,CC(C)=O,N#Cc1cccc([N+](=O)[O-])c1,10.1021/acs.jced.7b00615
14240,0.2845390805393336,298.15,CC(C)=O,N#Cc1cccc([N+](=O)[O-])c1,10.1021/acs.jced.7b00615
14241,0.3427126256413146,303.15,CC(C)=O,N#Cc1cccc([N+](=O)[O-])c1,10.1021/acs.jced.7b00615
14242,0.39650662210046894,308.15,CC(C)=O,N#Cc1cccc([N+](=O)[O-])c1,10.1021/acs.jced.7b00615
14243,0.450198092281171,313.15,CC(C)=O,N#Cc1cccc([N+](=O)[O-])c1,10.1021/acs.jced.7b00615
14244,0.5010213310654836,318.15,CC(C)=O,N#Cc1cccc([N+](=O)[O-])c1,10.1021/acs.jced.7b00615
14245,0.5412509254052991,268.15,CC(C)=O,N#Cc1cccnc1,10.1021/acs.jced.7b00301
14246,0.6080734949037739,273.15,CC(C)=O,N#Cc1cccnc1,10.1021/acs.jced.7b00301
14247,0.6599585753707965,278.15,CC(C)=O,N#Cc1cccnc1,10.1021/acs.jced.7b00301
14248,0.7782998061564365,288.15,CC(C)=O,N#Cc1cccnc1,10.1021/acs.jced.7b00301
14249,0.863921481301374,298.15,CC(C)=O,N#Cc1cccnc1,10.1021/acs.jced.7b00301
14250,0.9466009139684766,308.15,CC(C)=O,N#Cc1cccnc1,10.1021/acs.jced.7b00301
14251,1.0385694025231769,318.15,CC(C)=O,N#Cc1cccnc1,10.1021/acs.jced.7b00301
14252,0.21673983389179505,268.15,CC(C)=O,N#Cc1ccncc1,10.1021/acs.jced.7b00301
14253,0.2727802953696256,273.15,CC(C)=O,N#Cc1ccncc1,10.1021/acs.jced.7b00301
14254,0.33309437559111366,278.15,CC(C)=O,N#Cc1ccncc1,10.1021/acs.jced.7b00301
14255,0.46520529909107455,288.15,CC(C)=O,N#Cc1ccncc1,10.1021/acs.jced.7b00301
14256,0.5700569100250673,298.15,CC(C)=O,N#Cc1ccncc1,10.1021/acs.jced.7b00301
14257,0.6758828325733343,308.15,CC(C)=O,N#Cc1ccncc1,10.1021/acs.jced.7b00301
14258,0.7806822327979634,318.15,CC(C)=O,N#Cc1ccncc1,10.1021/acs.jced.7b00301
14259,-2.405144073561446,278.15,CC(C)=O,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,10.1021/acs.jced.7b00542
14260,-2.232002041907453,283.15,CC(C)=O,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,10.1021/acs.jced.7b00542
14261,-2.0959442062369447,288.15,CC(C)=O,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,10.1021/acs.jced.7b00542
14262,-1.9417686875645266,293.15,CC(C)=O,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,10.1021/acs.jced.7b00542
14263,-1.8216115892036355,298.15,CC(C)=O,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,10.1021/acs.jced.7b00542
14264,-1.7003771459872221,303.15,CC(C)=O,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,10.1021/acs.jced.7b00542
14265,-1.5706460034986494,308.15,CC(C)=O,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,10.1021/acs.jced.7b00542
14266,-1.4501720904963187,313.15,CC(C)=O,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,10.1021/acs.jced.7b00542
14267,-1.335162955702368,318.15,CC(C)=O,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,10.1021/acs.jced.7b00542
14268,-0.7962530258178274,283.15,CC(C)=O,NC(=O)c1cccnc1,10.1021/acs.jced.8b00560
14269,-0.7365299725151785,288.15,CC(C)=O,NC(=O)c1cccnc1,10.1021/acs.jced.8b00560
14270,-0.6502589728575238,293.15,CC(C)=O,NC(=O)c1cccnc1,10.1021/acs.jced.8b00560
14271,-0.5885153574789287,298.15,CC(C)=O,NC(=O)c1cccnc1,10.1021/acs.jced.8b00560
14272,-0.5037855625946291,303.15,CC(C)=O,NC(=O)c1cccnc1,10.1021/acs.jced.8b00560
14273,-0.41963412401496897,308.15,CC(C)=O,NC(=O)c1cccnc1,10.1021/acs.jced.8b00560
14274,-0.3452227787705215,313.15,CC(C)=O,NC(=O)c1cccnc1,10.1021/acs.jced.8b00560
14275,-0.28846061190734373,318.15,CC(C)=O,NC(=O)c1cccnc1,10.1021/acs.jced.8b00560
14276,-0.2110769506612388,323.15,CC(C)=O,NC(=O)c1cccnc1,10.1021/acs.jced.8b00560
14277,-3.3053212409693944,273.15,CC(C)=O,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,10.1021/acs.jced.8b00416
14278,-3.2247800303944536,278.15,CC(C)=O,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,10.1021/acs.jced.8b00416
14279,-3.13673087794568,283.15,CC(C)=O,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,10.1021/acs.jced.8b00416
14280,-3.0489267086157428,288.15,CC(C)=O,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,10.1021/acs.jced.8b00416
14281,-2.969676833618202,293.15,CC(C)=O,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,10.1021/acs.jced.8b00416
14282,-2.898928907575102,298.15,CC(C)=O,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,10.1021/acs.jced.8b00416
14283,-2.8321893278370673,303.15,CC(C)=O,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,10.1021/acs.jced.8b00416
14284,-2.7690363115771595,308.15,CC(C)=O,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,10.1021/acs.jced.8b00416
14285,-2.706189831958398,313.15,CC(C)=O,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,10.1021/acs.jced.8b00416
14286,-2.6490794884914566,318.15,CC(C)=O,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,10.1021/acs.jced.8b00416
14287,-1.6781946042049334,282.9,CC(C)=O,O=c1[nH]cc(F)c(=O)[nH]1,10.1021/acs.jced.8b00425
14288,-1.6213729261582945,290.2,CC(C)=O,O=c1[nH]cc(F)c(=O)[nH]1,10.1021/acs.jced.8b00425
14289,-1.5705775593048061,298.4,CC(C)=O,O=c1[nH]cc(F)c(=O)[nH]1,10.1021/acs.jced.8b00425
14290,-1.5315434078169095,302.5,CC(C)=O,O=c1[nH]cc(F)c(=O)[nH]1,10.1021/acs.jced.8b00425
14291,-1.513790979975211,305.1,CC(C)=O,O=c1[nH]cc(F)c(=O)[nH]1,10.1021/acs.jced.8b00425
14292,-1.4876982671367294,307.4,CC(C)=O,O=c1[nH]cc(F)c(=O)[nH]1,10.1021/acs.jced.8b00425
14293,-1.432973627219708,315.2,CC(C)=O,O=c1[nH]cc(F)c(=O)[nH]1,10.1021/acs.jced.8b00425
14294,-1.4055781985998435,316.9,CC(C)=O,O=c1[nH]cc(F)c(=O)[nH]1,10.1021/acs.jced.8b00425
14295,-1.4020392432280484,322.4,CC(C)=O,O=c1[nH]cc(F)c(=O)[nH]1,10.1021/acs.jced.8b00425
14296,-3.544993328507503,298.15,CC(C)=O,c1ccc(N(c2ccc(-c3ccc(N(c4ccccc4)c4cccc5ccccc45)cc3)cc2)c2cccc3ccccc23)cc1,10.1021/acs.jced.8b00536
14297,-2.6845843529875966,298.15,CC(C)=O,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,10.1021/acs.jced.8b00536
14298,-3.3547280311449095,298.15,CC(C)=O,c1ccc2cc3cc4ccccc4cc3cc2c1,10.1021/acs.jced.8b00536
14299,-2.390709288211352,298.15,CC(C)=O,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,10.1021/acs.jced.8b00536
14300,-0.44276452244062015,298.15,CC(C)=O,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,10.1021/acs.jced.8b00536
14301,-0.5000599263950525,298.15,CC(C)=O,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,10.1021/acs.jced.8b00536
14302,-0.4098832960459645,298.15,CC(C)=O,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,10.1021/acs.jced.8b00536
14303,-1.1261322713632573,278.15,CC(C)=O,Nc1nc(Cl)cc(Cl)n1,10.1021/acs.jced.8b00292
14304,-1.0692683547662876,283.15,CC(C)=O,Nc1nc(Cl)cc(Cl)n1,10.1021/acs.jced.8b00292
14305,-0.9997919559068754,288.15,CC(C)=O,Nc1nc(Cl)cc(Cl)n1,10.1021/acs.jced.8b00292
14306,-0.9379608679504481,293.15,CC(C)=O,Nc1nc(Cl)cc(Cl)n1,10.1021/acs.jced.8b00292
14307,-0.8826383881950415,298.15,CC(C)=O,Nc1nc(Cl)cc(Cl)n1,10.1021/acs.jced.8b00292
14308,-0.8317936152977055,303.15,CC(C)=O,Nc1nc(Cl)cc(Cl)n1,10.1021/acs.jced.8b00292
14309,-0.7765775259983637,308.15,CC(C)=O,Nc1nc(Cl)cc(Cl)n1,10.1021/acs.jced.8b00292
14310,-0.7225465727709133,313.15,CC(C)=O,Nc1nc(Cl)cc(Cl)n1,10.1021/acs.jced.8b00292
14311,-0.6698879944796529,318.15,CC(C)=O,Nc1nc(Cl)cc(Cl)n1,10.1021/acs.jced.8b00292
14312,-3.6958449387345826,288.13,CC(C)=O,Cn1cnc2c1c(=O)[nH]c(=O)n2C,10.1021/acs.jced.7b00065
14313,-3.5208718777860915,297.99,CC(C)=O,Cn1cnc2c1c(=O)[nH]c(=O)n2C,10.1021/acs.jced.7b00065
14314,-3.3998512120389566,308.08,CC(C)=O,Cn1cnc2c1c(=O)[nH]c(=O)n2C,10.1021/acs.jced.7b00065
14315,-3.2221064099343972,318.07,CC(C)=O,Cn1cnc2c1c(=O)[nH]c(=O)n2C,10.1021/acs.jced.7b00065
14316,-3.058247738756678,328.17,CC(C)=O,Cn1cnc2c1c(=O)[nH]c(=O)n2C,10.1021/acs.jced.7b00065
14317,-2.038970281511853,288.02,CC(C)=O,Cn1c(=O)c2[nH]cnc2n(C)c1=O,10.1021/acs.jced.7b00065
14318,-1.9007928352512602,298.15,CC(C)=O,Cn1c(=O)c2[nH]cnc2n(C)c1=O,10.1021/acs.jced.7b00065
14319,-1.7817953839008112,308.15,CC(C)=O,Cn1c(=O)c2[nH]cnc2n(C)c1=O,10.1021/acs.jced.7b00065
14320,-1.7138728520409796,318.15,CC(C)=O,Cn1c(=O)c2[nH]cnc2n(C)c1=O,10.1021/acs.jced.7b00065
14321,-1.633033512323849,328.1,CC(C)=O,Cn1c(=O)c2[nH]cnc2n(C)c1=O,10.1021/acs.jced.7b00065
14322,-1.4176242480758117,288.24,CC(C)=O,Cn1c(=O)c2c(ncn2C)n(C)c1=O,10.1021/acs.jced.7b00065
14323,-1.309332011970286,298.09,CC(C)=O,Cn1c(=O)c2c(ncn2C)n(C)c1=O,10.1021/acs.jced.7b00065
14324,-1.1529716213879817,308.21,CC(C)=O,Cn1c(=O)c2c(ncn2C)n(C)c1=O,10.1021/acs.jced.7b00065
14325,-1.0199442195705735,318.15,CC(C)=O,Cn1c(=O)c2c(ncn2C)n(C)c1=O,10.1021/acs.jced.7b00065
14326,-0.9097503804819878,328.18,CC(C)=O,Cn1c(=O)c2c(ncn2C)n(C)c1=O,10.1021/acs.jced.7b00065
14327,-0.7145350768415623,278.15,CC(C)=O,On1nnc2ccccc21,10.1021/acs.jced.7b00316
14328,-0.6866884481834266,280.65,CC(C)=O,On1nnc2ccccc21,10.1021/acs.jced.7b00316
14329,-0.6571536629661552,283.15,CC(C)=O,On1nnc2ccccc21,10.1021/acs.jced.7b00316
14330,-0.6281717081122483,285.65,CC(C)=O,On1nnc2ccccc21,10.1021/acs.jced.7b00316
14331,-0.597884678486833,288.15,CC(C)=O,On1nnc2ccccc21,10.1021/acs.jced.7b00316
14332,-0.5673606653434082,290.65,CC(C)=O,On1nnc2ccccc21,10.1021/acs.jced.7b00316
14333,-0.536195350234998,293.15,CC(C)=O,On1nnc2ccccc21,10.1021/acs.jced.7b00316
