,logS,temperature,solvent_smiles,solute_smiles
244,-1.360352472,293.15,C1=CC=CC=C1,Clc1ccc2c3ccccc3C(=O)c4cccc1c24
245,-1.700971947,298.15,C1=CC=CC=C1,O=C1C[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N1c7ccccc67
246,-1.057741262,298.15,C1=CC=CC=C1,O=C(c1ccccc1)c2cccc3cccc(C(=O)c4ccccc4)c23
247,-1.778654954,296.15,C1=CC=CC=C1,O[C@H]1C=Cc2ccccc2[C@@H]1O
248,-0.655228685,293.15,C1=CC=CC=C1,OC1=C(CCCC2CCCCC2)C(=O)c3ccccc3C1=O
249,-2.025217553,291.15,C1=CC=CC=C1,[O-][N+](=O)c1ccc2c(Cc3cc(Br)ccc23)c1
250,-0.009360791,291.15,C1=CC=CC=C1,CC1(C)Oc2ccc3C=CC(=O)Oc3c2C=C1
251,-1.599833602,298.15,C1=CC=CC=C1,CCCCCCCCCCCCC(=O)CCCCC(O)=O
252,-0.349532325,293.15,C1=CC=CC=C1,COc1ccc2C[C@@H]3[C@@H]4CC[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C
253,-1.622435042,298.04999999999995,C1=CC=CC=C1,Cc1cc(O)cc(O)c1C
254,-2.066774265,293.15,C1=CC=CC=C1,CCCC1(CCC)C(=O)NC(=O)NC1=O
255,-0.324273039,298.15,C1=CC=CC=C1,[O-][N+](=O)c1cccc2ccccc12
256,-1.016759388,291.15,C1=CC=CC=C1,Nc1ccc2c(Cc3cc(Br)ccc23)c1
257,-0.554508694,288.15,C1=CC=CC=C1,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)c3ccccc3
258,-1.723331411,298.15,C1=CC=CC=C1,CC(=O)Oc1ccc(OC(C)=O)c2C(=O)c3ccccc3C(=O)c12
259,0.464896151,288.15,C1=CC=CC=C1,Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O
260,-0.035717002,291.15,C1=CC=CC=C1,CCOC(=O)\C=C(/C)NC(C)=O
261,0.371768325,293.15,C1=CC=CC=C1,CCOC(=O)/C=C(/C)NC(C)=O
262,-0.773764165,290.15,C1=CC=CC=C1,CCOC(=O)C(=NNc1ccc2ccccc2c1)C#N
263,-1.374156545,298.15,C1=CC=CC=C1,COc1cc2N3[C@H]4[C@@H]5[C@H](CC3=O)OCC=C6CN7CC[C@]4([C@@H]7C[C@H]56)c2cc1OC
264,-1.768599812,291.15,C1=CC=CC=C1,CCOC(=O)C(=NNc1ccc(cc1)[N+]([O-])=O)C#N
265,-0.748909792,298.15,C1=CC=CC=C1,Oc1cccc(c1)[N+]([O-])=O
266,-2.08450955,290.15,C1=CC=CC=C1,c1ccc(cc1)[C@]2(c3c(cccc3)[C@](c4c2cccc4)(O)c5ccccc5)O
267,-1.908809846,298.15,C1=CC=CC=C1,CC(=O)Nc1ccc(O)cc1
268,-1.789426964,288.15,C1=CC=CC=C1,Cc5ccc(N(/C(=N/c1ccccc1)Nc2ccccc2)c4nc3cc(C)ccc3[nH]4)cc5
269,-1.837930711,295.15,C1=CC=CC=C1,OC(C(O)=O)c1cccc(Cl)c1
270,-0.211017704,298.15,C1=CC=CC=C1,C\C(=N/Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)c2ccccc2
271,-3.164522971,293.15,C1=CC=CC=C1,[O-][N+](=O)c1ccc(NN=Cc2ccc(Br)cc2)c(c1)[N+]([O-])=O
272,-1.488236868,303.15,C1=CC=CC=C1,OC(=O)c1ccccn1
273,0.685732139,293.15,C1=CC=CC=C1,CC(=O)[C@H]1C[C@@H](CC(O)=O)C1(C)C
274,-0.568645966,306.65,C1=CC=CC=C1,CC(C)(CO)CO
275,-0.282011262,293.15,C1=CC=CC=C1,Cl[C@H]1[C@H](Cl)[C@@H](Cl)c2ccccc2[C@@H]1Cl
276,0.233182798,293.15,C1=CC=CC=C1,CSCC12CSCC(C1)C(=CC2=O)C
277,-0.779675607,298.15,C1=CC=CC=C1,COc1ccc(c(O)c1)C(=O)c2ccc(OC)cc2O
278,0.34222424,294.15,C1=CC=CC=C1,Cc1ccc(cc1)C(=O)C=Cc2ccccc2
279,-0.908580662,293.15,C1=CC=CC=C1,OOC(=O)c1ccc(Cl)cc1
280,0.344821243,293.15,C1=CC=CC=C1,CC\C(=C/C(O)=O)c1ccccc1
281,0.028899692,293.15,C1=CC=CC=C1,CC\C(=C\C(O)=O)c1ccccc1
282,0.494044405,298.15,C1=CC=CC=C1,Brc1ccc(Br)cc1
283,-0.286505123,293.15,C1=CC=CC=C1,c1ccc(cc1)c2cc(cc(c2)c3ccccc3)c4ccccc4
284,-1.119177956,299.15,C1=CC=CC=C1,CCCCC(CCCC)(CCCC)C(=O)NO
285,-1.408933126,293.15,C1=CC=CC=C1,c1ccc2c(c1)c3c4cccc5cccc(c45)c6c7ccccc7c8c9cccc%10cccc(c9%10)c2c8c36
286,-0.774933372,292.15,C1=CC=CC=C1,N#C/C(c1ccccc1)=N(=O)/c2cccc(Cl)c2
287,0.049238397,293.15,C1=CC=CC=C1,CCCCCCCCCCCCCC(O)=O
288,-2.769211002,293.15,C1=CC=CC=C1,OC(=O)c1ccc(Br)cc1
289,-3.035264331,293.15,C1=CC=CC=C1,[O-][N+](=O)c1ccc(N/N=C/c2ccc(I)cc2)c(c1)[N+]([O-])=O
290,-1.415999566,298.15,C1=CC=CC=C1,Nc1ccc(cc1)[N+]([O-])=O
291,-0.595103096,290.15,C1=CC=CC=C1,[O-][N+](=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O
292,-0.175447737,293.15,C1=CC=CC=C1,CCCCCCCC\C=C/C(N)=O
293,-1.843522888,293.15,C1=CC=CC=C1,CCCCCCCC/C=C/C(N)=O
294,-1.930035861,296.15,C1=CC=CC=C1,[O-][N+](=O)c1ccc(Oc2c(cc(cc2[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)c(c1)[N+]([O-])=O
295,-1.881296599,291.15,C1=CC=CC=C1,COC1=C(C)C(=O)C=C2OC(=CC=C12)c3ccccc3
296,-1.770899639,291.15,C1=CC=CC=C1,OC(=O)C(O)(CCl)c1ccccc1
297,-3.009085289,297.15,C1=CC=CC=C1,CC[C@]1(NC(=O)NC1=O)c2ccccc2
298,-1.641298242,293.15,C1=CC=CC=C1,OC(=O)[C@@H]1c2ccccc2[C@@H](C(=O)c3ccccc3)c4ccccc14
299,-0.51638858,288.15,C1=CC=CC=C1,Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O
300,-2.095440049,288.15,C1=CC=CC=C1,[O-][N+](=O)c1ccc(Nc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O)c(c1)[N+]([O-])=O
301,-0.703420946,293.15,C1=CC=CC=C1,CCOC(=O)c1ccc(NC(C)=O)cc1C
302,-1.435660101,288.65,C1=CC=CC=C1,[nH]1c2ccccc2c3ccccc13
303,-0.862736204,293.15,C1=CC=CC=C1,Cc1cc(C)cc(c1)C(O)=O
304,-1.771309128,298.15,C1=CC=CC=C1,[O-][N+](=O)OCCN(c1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O
305,-0.24525747,303.15,C1=CC=CC=C1,Oc1ccc(cc1)N=Nc2ccccc2Cl
306,-1.364140502,293.15,C1=CC=CC=C1,CN(C)c1ccc(cc1)C(=Nc2ccc(N)cc2)c3ccc(cc3)N(C)C
307,-0.156504393,290.15,C1=CC=CC=C1,CCC1CCCCC1OC(=O)c2ccccc2C(=O)O
308,-0.063451727,303.15,C1=CC=CC=C1,Oc1ccc(cc1Cl)N=Nc2ccccc2
309,-0.427467058,294.15,C1=CC=CC=C1,COc1ccccc1C(/C)=C\C(O)=O
310,-3.713825025,292.15,C1=CC=CC=C1,C(C=CC=CC=Cc1ccccc1)=CC=CC=Cc2ccccc2
311,-1.098639112,293.15,C1=CC=CC=C1,C[C@]12CC[C@H]3[C@@H](CCc4cc(OC(=O)c5ccccc5)ccc34)[C@@H]1CC[C@@H]2O
312,-0.187076494,298.15,C1=CC=CC=C1,Cc1ncc(n1CCO)[N+]([O-])=O
313,-3.334529936,296.15,C1=CC=CC=C1,Cc1cc2C(=O)c3ccccc3c4c2c(c1)c5cc(C)cc6C(=O)c7ccccc7c4c56
314,-0.52151522,293.15,C1=CC=CC=C1,CC1(C)[C@H]2CC[C@]1(C)C(=O)OC2=O
315,-1.138024757,298.04999999999995,C1=CC=CC=C1,CCc1ccc(O)cc1O
316,0.331421669,298.15,C1=CC=CC=C1,C[C@@H](C(O)=O)c1cccc2ccccc12
317,-0.537254369,292.15,C1=CC=CC=C1,N#C/C(c1ccccc1)=N(=O)/c2ccccc2Cl
318,-0.610830638,299.15,C1=CC=CC=C1,CCCCCCC(CCC)(CCC)C(=O)NO
319,-1.129002803,293.15,C1=CC=CC=C1,OC(=O)c1cccc(Br)c1
320,-2.760288511,303.15,C1=CC=CC=C1,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O
321,-2.506270568,298.15,C1=CC=CC=C1,CCCC(C(O)=O)C(O)=O
322,-1.374513995,303.15,C1=CC=CC=C1,COc1ccccc1N=Nc2ccc(O)cc2
323,-1.088125655,303.15,C1=CC=CC=C1,CC(=O)c1ccc(cc1)N=Nc2cc(Cl)ccc2O
324,-2.369076072,298.15,C1=CC=CC=C1,OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O
325,-2.742015861,298.15,C1=CC=CC=C1,OC(=O)\C=C/C(O)=O
326,-1.769556786,293.15,C1=CC=CC=C1,c1ccc2c(c1)ccc3c4ccccc4ccc23
327,-1.251793355,299.15,C1=CC=CC=C1,[O-][N+](=O)c1ccc(/C=C/C(=O)c2ccccc2)cc1
328,-1.095760394,303.15,C1=CC=CC=C1,COc1ccc(cc1)N=Nc2ccc(O)cc2
329,-0.508019325,293.15,C1=CC=CC=C1,CCCCc1ccc(cc1)\C(=N\Nc2ccc(C)cc2)C(O)=O
330,-0.812316622,293.15,C1=CC=CC=C1,N1c2ccccc2Sc3ccccc13
331,0.665550839,298.15,C1=CC=CC=C1,CN1C(=O)CC(C1=O)c2ccccc2
332,-3.326703008,298.15,C1=CC=CC=C1,CCCCCCCCCCCC(C(O)=O)C(O)=O
333,-2.126571704,293.15,C1=CC=CC=C1,C=CCC1(C(=O)NC(=O)NC1=O)c2ccccc2
334,-0.12610793,298.15,C1=CC=CC=C1,OC(=O)c1ccccc1
335,-2.237086256,298.15,C1=CC=CC=C1,Oc1cccc(O)c1O
336,-1.657591748,299.15,C1=CC=CC=C1,Cc1cc(C)c(CC(C)(C)C(=O)NO)c(C)c1
337,-0.23841898,293.15,C1=CC=CC=C1,CCCCCCCC=NNC(N)=O
338,-1.955109128,293.15,C1=CC=CC=C1,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2
339,-1.076283953,295.15,C1=CC=CC=C1,O=C1CCCCCCCCCN1
340,0.390657296,298.15,C1=CC=CC=C1,O=C(c1ccccc1)C(=O)c2ccccc2
341,-0.498644836,294.15,C1=CC=CC=C1,[O-][N+](c1ccccc1)=C(C#N)c2ccccc2
342,0.474653884,288.15,C1=CC=CC=C1,ClCCN(CCCl)c1ccc2ccccc2c1
343,-1.603796042,289.15,C1=CC=CC=C1,CN(C)c1ccc(cc1)C(=NC(=O)c2ccccc2)c3ccc(cc3)N(C)C
344,-3.398479204,297.15,C1=CC=CC=C1,OC(C=CC(O)(c1ccccc1)c2ccccc2)(c3ccccc3)c4ccccc4
345,-1.15490196,299.15,C1=CC=CC=C1,CCCCCCCCCCCCCC(=O)NO
346,-0.807836975,298.15,C1=CC=CC=C1,Nc1cccc(c1)[N+]([O-])=O
347,-0.730469196,293.15,C1=CC=CC=C1,C[C@H]1[C@@H]2CC[C@@]3(C)C=CC(=O)C(=C3[C@H]2OC1=O)C
348,-1.244122266,293.15,C1=CC=CC=C1,c1ccc(cc1)c2ccc(cc2)c3ccccc3
349,-1.109455147,296.15,C1=CC=CC=C1,[O-][N+](=O)c1cc(c(c(c1)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O
350,-2.499875251,298.15,C1=CC=CC=C1,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1
351,0.477141134,303.15,C1=CC=CC=C1,CCc1c(N=Nc2ccccc2O)c(O)cc(C)c1c3ccccc3
352,-2.470429908,293.15,C1=CC=CC=C1,OC(=O)c1ccc(Cl)cc1
353,-1.265213368,293.15,C1=CC=CC=C1,OC(=O)c1ccccc1Br
354,0.90774067,295.15,C1=CC=CC=C1,O=C1CCCCN1
355,-0.498903775,291.15,C1=CC=CC=C1,CCOC(=O)C(=NNc1ccccc1[N+]([O-])=O)C#N
356,-0.231656761,293.15,C1=CC=CC=C1,c1(ccc(cc1)/C(=C\C(=O)O)/C)C
357,-0.88856542,293.15,C1=CC=CC=C1,Cc1ccc(cc1)C(/C)=C/C(O)=O
358,-1.507943623,293.15,C1=CC=CC=C1,[O-][N+](=O)c1cc(c(C(=O)N=[N+]=[N-])c(c1)[N+]([O-])=O)[N+]([O-])=O
359,0.365336625,295.15,C1=CC=CC=C1,O=C1CCCCCCCN1
360,-2.978281988,293.15,C1=CC=CC=C1,C1c2ccccc2c3c1c4c(Cc5ccccc45)c6c3Cc7ccccc67
361,-1.307759578,298.15,C1=CC=CC=C1,OC(=O)c1ccccc1O
362,-3.301444352,294.15,C1=CC=CC=C1,OC(=O)c1ccccc1C(=O)c2ccc(O)cc2
363,-0.497967732,303.15,C1=CC=CC=C1,Cc1cc(ccc1O)N=Nc2ccccc2
364,-1.70288556,293.15,C1=CC=CC=C1,CCOc1ccc2nc3cc(ccc3c(Cl)c2c1)[N+]([O-])=O
365,-1.115140672,298.15,C1=CC=CC=C1,OCCSCCO
366,-1.079810517,291.15,C1=CC=CC=C1,CN(C)c1ccc(cc1)c2ccc(cc2)N(C)C
367,-3.465879329,293.15,C1=CC=CC=C1,Oc1ccc(cc1)C=C2CCC(=Cc3ccc(O)cc3)C2=O
368,-2.401017236,298.15,C1=CC=CC=C1,CCCCCCCC(C(O)=O)C(O)=O
369,-3.030918291,294.15,C1=CC=CC=C1,OC(=O)c1cc(nc2ccccc12)c3ccccc3
370,-0.387229525,293.15,C1=CC=CC=C1,Cc1c(C)c(C)c(C)c(C)c1C
371,0.322319043,303.15,C1=CC=CC=C1,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl
372,-2.141130509,298.15,C1=CC=CC=C1,Fc1ccc(cc1)C(CCCN2CCC(CC2)N3C(=O)Nc4ccccc34)c5ccc(F)cc5
373,-0.313006034,290.15,C1=CC=CC=C1,Cc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O
374,-3.523396116,293.15,C1=CC=CC=C1,OC(=O)c1c2ccccc2c(c3ccccc3)c4c(c5ccccc5)c6ccccc6c(c7ccccc7)c14
375,-0.654767962,293.15,C1=CC=CC=C1,Cl[S](=O)(=O)c1ccc2c(c1)cc(cc2[S](Cl)(=O)=O)[S](Cl)(=O)=O
376,-0.116525836,288.15,C1=CC=CC=C1,Cc1ccc(C)c(c1[N+]([O-])=O)[N+]([O-])=O
377,-1.083361151,292.15,C1=CC=CC=C1,OC(=O)/C=C/c1occc1
378,-1.005719859,297.98999999999995,C1=CC=CC=C1,OC(=O)C=Cc1occc1
379,-0.568637943,293.15,C1=CC=CC=C1,c1ccc2c(c1)cccc2c3cccc4ccccc34
380,-2.333049073,292.15,C1=CC=CC=C1,C(C=CC=Cc1ccccc1)=CC=Cc2ccccc2
381,-3.652584084,298.15,C1=CC=CC=C1,CC(C(O)=O)C(O)=O
382,-0.984365267,288.15,C1=CC=CC=C1,Cc1cc(c(C)c(c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O
383,-0.407255773,298.15,C1=CC=CC=C1,C1=C(C(=CC2=C1OCCC2(C(=O)C3=CC=C4C(=C3O[H])C[C@@H](O4)C(C)C)[H])OC)OC
384,0.91133309,288.15,C1=CC=CC=C1,Cc1ccc(cc1)[N+]([O-])=O
385,-1.026130102,298.04999999999995,C1=CC=CC=C1,CCCCc1c(O)cc(C)cc1O
386,-2.162492797,293.15,C1=CC=CC=C1,CCC(C)C1(CC)C(=O)NC(=O)NC1=O
387,-0.445796448,298.15,C1=CC=CC=C1,COC(C)C(NC(=O)c1ccccc1)C(O)=O
388,-1.144457574,298.04999999999995,C1=CC=CC=C1,Cc1c(O)cccc1O
389,0.732112358,298.15,C1=CC=CC=C1,c1ccc(cc1)c2ccccc2
390,-1.815363959,289.15,C1=CC=CC=C1,[O-][N+](=O)c1cccc2c1cccc2[N+]([O-])=O
391,-2.164161321,300.67999999999995,C1=CC=CC=C1,OC[P]1(=O)Oc2ccccc2c3ccccc13
392,-3.789551538,298.15,C1=CC=CC=C1,COc1ccc(cc1OC)C(=O)N2CCN(CC2)c3ccc4NC(=O)CCc4c3
393,-2.327158636,288.15,C1=CC=CC=C1,Cc1ccc2[nH]c(Nc3ccccc3)nc2c1
394,-0.138627526,294.25,C1=CC=CC=C1,Cc1ccccc1C(O)=O
395,0.215501725,288.15,C1=CC=CC=C1,Cc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O
396,-1.139498852,290.15,C1=CC=CC=C1,CN(C)c1ccc(cc1)C(=Nc2ccccc2N)c3ccc(cc3)N(C)C
