,solute_smiles,solvent_smiles,temperature,logS
1357,O=C1N=C2C=CC=CC2=N1,CCOC(=O)C,308.15,-1.64922552348195
1358,O=C1N=C2C=CC=CC2=N1,C1COCCO1,288.15,-1.56008156375642
1359,O=C1N=C2C=CC=CC2=N1,CCC(=O)C,308.15,-1.59210657403276
1360,O=C1N=C2C=CC=CC2=N1,CC(C)O,283.15,-1.49270972635556
1361,O=C1N=C2C=CC=CC2=N1,CCCOC(=O)C,313.15,-1.67915678345148
1362,O=C1N=C2C=CC=CC2=N1,CC(C)CO,298.15,-1.56611126119195
1363,O=C1N=C2C=CC=CC2=N1,CO,283.15,-1.20066566119162
1364,O=C1N=C2C=CC=CC2=N1,CC(=O)OC,308.15,-1.50417963047913
1365,O=C1N=C2C=CC=CC2=N1,CCCO,288.15,-1.45782617524131
1366,O=C1N=C2C=CC=CC2=N1,CCOC(=O)C,313.15,-1.58014885317309
1367,O=C1N=C2C=CC=CC2=N1,C1COCCO1,293.15,-1.50243207161675
1368,O=C1N=C2C=CC=CC2=N1,CC(C)O,288.15,-1.43633302086188
1369,O=C1N=C2C=CC=CC2=N1,CCCO,293.15,-1.42450634210357
1370,O=C1N=C2C=CC=CC2=N1,CCC(=O)C,313.15,-1.5098641945671
1371,O=C1N=C2C=CC=CC2=N1,CCO,283.15,-1.30708894091678
1372,O=C1N=C2C=CC=CC2=N1,CO,288.15,-1.14304550936507
1373,O=C1N=C2C=CC=CC2=N1,CC(C)CO,303.15,-1.50246591306603
1374,O=C1N=C2C=CC=CC2=N1,CCCOC(=O)C,318.15,-1.60658314253413
1375,O=C1N=C2C=CC=CC2=N1,CC(=O)OC,313.15,-1.43895595454123
1376,O=C1N=C2C=CC=CC2=N1,C1COCCO1,298.15,-1.44163707919505
1377,O=C1N=C2C=CC=CC2=N1,CC(C)O,293.15,-1.39022396852382
1378,O=C1N=C2C=CC=CC2=N1,CCOC(=O)C,318.15,-1.51079919231735
1379,O=C1N=C2C=CC=CC2=N1,CCCCO,283.15,-1.46135965759365
1380,O=C1N=C2C=CC=CC2=N1,CO,293.15,-1.09957139093473
1381,O=C1N=C2C=CC=CC2=N1,CCC(C)O,283.15,-1.44910641071969
1382,O=C1N=C2C=CC=CC2=N1,CCO,288.15,-1.25272870919911
1383,O=C1N=C2C=CC=CC2=N1,CCCO,298.15,-1.35793684365514
1384,O=C1N=C2C=CC=CC2=N1,CC(C)CO,308.15,-1.43094574909969
1385,O=C1N=C2C=CC=CC2=N1,CCCCO,288.15,-1.41718861055551
1386,O=C1N=C2C=CC=CC2=N1,CCC(=O)C,318.15,-1.42395815707148
1387,O=C1N=C2C=CC=CC2=N1,CCCOC(=O)C,323.15,-1.53187411815959
1388,O=C1N=C2C=CC=CC2=N1,CC(C)O,298.15,-1.3380916982983
1389,O=C1N=C2C=CC=CC2=N1,CC(=O)OC,318.15,-1.3591558397952
1390,O=C1N=C2C=CC=CC2=N1,C1COCCO1,303.15,-1.37272942498048
1391,O=C1N=C2C=CC=CC2=N1,CCC(C)O,288.15,-1.39805290296478
1392,O=C1N=C2C=CC=CC2=N1,CCO,293.15,-1.20171484189347
1393,O=C1N=C2C=CC=CC2=N1,CO,298.15,-1.03961583363399
1394,O=C1N=C2C=CC=CC2=N1,CCCO,303.15,-1.30170083346058
1395,O=C1N=C2C=CC=CC2=N1,CCOC(=O)C,323.15,-1.42399455194285
1396,O=C1N=C2C=CC=CC2=N1,CCCCO,293.15,-1.37585311951635
1397,O=C1N=C2C=CC=CC2=N1,CC(C)O,303.15,-1.28261585419023
1398,O=C1N=C2C=CC=CC2=N1,CC(C)CO,313.15,-1.36690963677248
1399,O=C1N=C2C=CC=CC2=N1,CCC(=O)C,323.15,-1.36137577232071
1400,O=C1N=C2C=CC=CC2=N1,CO,303.15,-0.991625865056987
1401,O=C1N=C2C=CC=CC2=N1,CCC(C)O,293.15,-1.34292985463918
1402,O=C1N=C2C=CC=CC2=N1,CCO,298.15,-1.14489473091826
1403,O=C1N=C2C=CC=CC2=N1,C1COCCO1,308.15,-1.31070063632776
1404,O=C1N=C2C=CC=CC2=N1,CC(=O)OC,323.15,-1.28590711349949
1405,O=C1N=C2C=CC=CC2=N1,CCCO,308.15,-1.24248332045347
1406,O=C1N=C2C=CC=CC2=N1,CCCCO,298.15,-1.31742705512377
1407,O=C1N=C2C=CC=CC2=N1,CCO,303.15,-1.11150977514457
1408,O=C1N=C2C=CC=CC2=N1,CC(C)CO,318.15,-1.30050204465618
1409,O=C1N=C2C=CC=CC2=N1,CO,308.15,-0.938282276651392
1410,O=C1N=C2C=CC=CC2=N1,CC(C)O,308.15,-1.21374365829841
1411,O=C1N=C2C=CC=CC2=N1,CCC(C)O,298.15,-1.28224224934823
1412,O=C1N=C2C=CC=CC2=N1,CCCCO,303.15,-1.27572693535931
1413,O=C1N=C2C=CC=CC2=N1,C1COCCO1,313.15,-1.24744650143908
1414,O=C1N=C2C=CC=CC2=N1,CCCO,313.15,-1.18687083227902
1415,O=C1N=C2C=CC=CC2=N1,CCO,308.15,-1.06865903202847
1416,O=C1N=C2C=CC=CC2=N1,CO,313.15,-0.886224254096998
1417,O=C1N=C2C=CC=CC2=N1,CCC(C)O,303.15,-1.22208775209064
1418,O=C1N=C2C=CC=CC2=N1,CCCCO,308.15,-1.2188066649317
1419,O=C1N=C2C=CC=CC2=N1,CCCO,318.15,-1.13225878134146
1420,O=C1N=C2C=CC=CC2=N1,CC(C)O,313.15,-1.13454997053679
1421,O=C1N=C2C=CC=CC2=N1,CCO,313.15,-1.01577533573723
1422,O=C1N=C2C=CC=CC2=N1,CC(C)CO,323.15,-1.2171420309802
1423,O=C1N=C2C=CC=CC2=N1,C1COCCO1,318.15,-1.1736394951537
1424,O=C1N=C2C=CC=CC2=N1,CO,318.15,-0.83055304612873
1425,O=C1N=C2C=CC=CC2=N1,CCC(C)O,308.15,-1.16475285503073
1426,O=C1N=C2C=CC=CC2=N1,CCCCO,313.15,-1.16409833103368
1427,O=C1N=C2C=CC=CC2=N1,CCCO,323.15,-1.07486923152166
1428,O=C1N=C2C=CC=CC2=N1,CCO,318.15,-0.962872764023071
1429,O=C1N=C2C=CC=CC2=N1,CC(C)O,318.15,-1.06706254853266
1430,O=C1N=C2C=CC=CC2=N1,C1COCCO1,323.15,-1.10485747766081
1431,O=C1N=C2C=CC=CC2=N1,CO,323.15,-0.772017001328822
1432,O=C1N=C2C=CC=CC2=N1,CCC(C)O,313.15,-1.11668727113161
1433,O=C1N=C2C=CC=CC2=N1,CCCCO,318.15,-1.10473224933227
1434,O=C1N=C2C=CC=CC2=N1,CCO,323.15,-0.901928858827445
1435,O=C1N=C2C=CC=CC2=N1,CC(C)O,323.15,-0.996290827545746
1436,O=C1N=C2C=CC=CC2=N1,C1COCCO1,328.15,-1.03977691455571
1437,O=C1N=C2C=CC=CC2=N1,CCC(C)O,318.15,-1.06048762775658
1438,O=C1N=C2C=CC=CC2=N1,CCCCO,323.15,-1.04621360413194
1439,O=C1N=C2C=CC=CC2=N1,CCC(C)O,323.15,-0.989904998115673
1440,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCC(C)O,273.15,-0.406330192654773
1441,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCC(C)O,278.15,-0.340874037143733
1442,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCC(C)O,283.15,-0.263822631009604
1443,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC(C)O,273.15,-0.14919658610091
1444,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCC(C)O,288.15,-0.183256494657685
1445,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC(C)O,278.15,-0.068399076405989
1446,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCC(C)O,293.15,-0.118265123873864
1447,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC(C)O,283.15,0.011064515559591
1448,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCC(C)O,298.15,-0.064346138958376
1449,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCCCO,273.15,-0.045195717269366
1450,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCC(C)O,303.15,-0.011196662043055
1451,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCCCO,278.15,0.003367138863121
1452,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC(C)O,288.15,0.091696859471233
1453,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCC(C)O,308.15,0.040943493630402
1454,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,C1CCC(=O)CC1,273.15,0.005979498258499
1455,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCCCO,283.15,0.059891029657025
1456,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC(C)O,293.15,0.147889588087249
1457,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCC(C)O,313.15,0.092711865252395
1458,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCCCO,288.15,0.122024099611368
1459,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC(C)O,298.15,0.209687968871994
1460,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,C1CCC(=O)CC1,278.15,0.084795068502768
1461,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCCCO,293.15,0.173388629338195
1462,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC(C)O,303.15,0.260367354646396
1463,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,C1CCC(=O)CC1,283.15,0.147424486166515
1464,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC#N,273.15,0.486489679704053
1465,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCCCO,298.15,0.235849283528498
1466,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC(C)O,308.15,0.316827968290537
1467,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,C(=O)N,278.15,0.618710646541213
1468,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC#N,278.15,0.504886794297748
1469,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,C1CCC(=O)CC1,288.15,0.206499193320476
1470,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCCCO,303.15,0.276998132367148
1471,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC#N,283.15,0.53214961955069
1472,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,C(=O)N,283.15,0.65446403940166
1473,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC(C)O,313.15,0.362931269637954
1474,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,C1CCC(=O)CC1,293.15,0.25896948073903
1475,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC#N,288.15,0.564626889211195
1476,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCCCO,308.15,0.322018967531014
1477,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,C(=O)N,288.15,0.695425094388298
1478,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC#N,293.15,0.589210822925346
1479,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCCO,273.15,0.463262125788504
1480,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC#N,298.15,0.612541674204561
1481,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,C1CCC(=O)CC1,298.15,0.314916551080186
1482,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,C(=O)N,293.15,0.734479645778544
1483,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCCO,278.15,0.475971208672211
1484,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCCCO,313.15,0.374412038706312
1485,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC#N,303.15,0.631672629162228
1486,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CO,273.15,0.765979395975879
1487,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCCO,283.15,0.494554605569075
1488,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CO,278.15,0.770959659793984
1489,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,C(=O)N,298.15,0.779028714985584
1490,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CO,283.15,0.779532614589498
1491,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,C1CCC(=O)CC1,303.15,0.363599298781698
1492,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCCO,288.15,0.512047960219997
1493,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC#N,308.15,0.657457263492635
1494,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CO,288.15,0.786796775019566
1495,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCCO,293.15,0.525443455314691
1496,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CO,293.15,0.795814170798482
1497,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,C1COCCO1,288.15,0.48512371606398
1498,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CO,298.15,0.808857691201906
1499,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC#N,313.15,0.684542159243906
1500,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCCO,298.15,0.541249252845416
1501,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,C(=O)N,303.15,0.821646927219834
1502,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCO,273.15,0.667620265263849
1503,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CO,303.15,0.8178279654437
1504,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCCO,303.15,0.556561956701675
1505,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,C1CCC(=O)CC1,308.15,0.418189264353563
1506,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCO,278.15,0.678590266115352
1507,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CO,308.15,0.829098774120954
1508,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCCO,308.15,0.569094371581618
1509,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCO,283.15,0.692352365865766
1510,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CO,313.15,0.840464325881814
1511,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,C1COCCO1,293.15,0.531525309557679
1512,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCCO,313.15,0.581835279015778
1513,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCO,288.15,0.7042403890265
1514,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,C(=O)N,308.15,0.873467754429037
1515,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCO,293.15,0.715378744317738
1516,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCOC(=O)C,273.15,0.507491696199706
1517,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,C1CCC(=O)CC1,313.15,0.464985437711163
1518,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC(=O)OC,273.15,0.59936043411757
1519,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCOC(=O)C,278.15,0.509160447231011
1520,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC(=O)OC,278.15,0.598790509183647
1521,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC(=O)OC,283.15,0.603938633721476
1522,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCO,298.15,0.730106129268005
1523,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCOC(=O)C,283.15,0.514108135402059
1524,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC(=O)OC,288.15,0.603842271978739
1525,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCOC(=O)C,288.15,0.518945181211143
1526,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,C1COCCO1,298.15,0.579810685739278
1527,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC(=O)OC,293.15,0.611158495324894
1528,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCO,303.15,0.743307557087777
1529,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCOC(=O)C,293.15,0.523906979506814
1530,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC(=O)OC,298.15,0.619213103937858
1531,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCOC(=O)C,298.15,0.534732572150351
1532,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,C(=O)N,313.15,0.92041838805623
1533,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC(=O)OC,303.15,0.619640145351173
1534,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCO,308.15,0.756962307096688
1535,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCOC(=O)C,303.15,0.538295108556133
1536,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC(=O)OC,308.15,0.625904064684568
1537,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCO,313.15,0.769584847362384
1538,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCOC(=O)C,308.15,0.546940695642107
1539,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC(=O)OC,313.15,0.635882759850229
1540,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,C1COCCO1,303.15,0.618668643592595
1541,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CCOC(=O)C,313.15,0.555840751718989
1542,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,C1COCCO1,308.15,0.663799718986949
1543,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC(=O)C,273.15,0.763416749039572
1544,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CN(C)C=O,273.15,0.751599303770596
1545,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC(=O)C,278.15,0.776817287610105
1546,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,C1COCCO1,313.15,0.705580942388292
1547,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CN(C)C=O,278.15,0.769943910624633
1548,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC(=O)C,283.15,0.795411950475434
1549,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC(=O)C,288.15,0.811579902707789
1550,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CN(C)C=O,283.15,0.798072904932952
1551,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CN(C)C=O,288.15,0.831328554014915
1552,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CN(C)C=O,293.15,0.865824161247125
1553,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CN(C)C=O,298.15,0.904616478186821
1554,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CN(C)C=O,303.15,0.949883336488684
1555,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CN(C)C=O,308.15,0.984414157579647
1556,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CN(C)C=O,313.15,1.02102883633808
1557,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CC(C)CCO,283.2,-1.3075203854472
1558,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CC(C)CO,283.13,-1.2271407937136
1559,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CC(C)O,283.26,-1.10439729084972
1560,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CC(C)CCO,288.12,-1.21214274102593
1561,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCCCO,283.28,-1.12175937919534
1562,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCCCCO,283.12,-1.18936852949836
1563,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCCO,283.13,-1.02771218983869
1564,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCCCOC(=O)C,283.12,-1.26875495339373
1565,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CC(C)CO,288.28,-1.10254042278285
1566,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CC(C)OC(=O)C,283.18,-1.19535615675809
1567,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCCCCOC(=O)C,283.17,-1.29779612861641
1568,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CC(C)O,290.23,-0.948976817443926
1569,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCC(C)O,283.22,-1.02466656125213
1570,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCCCO,288.25,-1.0222970508577
1571,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCO,282.98,-0.818826342828094
1572,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCCO,288.17,-0.928107260702776
1573,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCCCCOC(=O)C,288.12,-1.21647938688479
1574,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CC(C)OC(=O)C,288.22,-1.11018997625777
1575,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CC(C)CCO,293.28,-1.07166354314411
1576,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCCCCO,289.7,-1.06435184285704
1577,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CC(C)CO,293.17,-0.989806158419643
1578,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCC(=O)OC,283.02,-0.987137049162744
1579,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCCOC(=O)C,283.17,-1.06435212137758
1580,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCCCOC(=O)C,289.9,-1.10253042257784
1581,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCOC(=O)C,283.17,-0.958923820009022
1582,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCO,288.2,-0.733362750776276
1583,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CC(C)O,294.18,-0.850273560375115
1584,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCCCCOC(=O)C,293.18,-1.13269871321914
1585,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCCCO,293.2,-0.923517081651393
1586,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CC(C)OC(=O)C,293.07,-1.0217139753181
1587,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCC(C)O,288.06,-0.913185801556175
1588,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCCCCO,293.1,-0.984833304397225
1589,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCCO,293.17,-0.822902234807855
1590,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CC(C)CCO,298.06,-0.963213806101433
1591,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCCOC(=O)C,288.1,-0.97858149305598
1592,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCCCOC(=O)C,293.4,-1.03875400168347
1593,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCC(=O)OC,288.05,-0.891388581967784
1594,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CC(C)CO,298.17,-0.869135318845051
1595,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCCCCOC(=O)C,298.1,-1.05723675480977
1596,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCOC(=O)C,288.12,-0.864850327905048
1597,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCCO,298.16,-0.739236615087352
1598,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CC(C)OC(=O)C,298.32,-0.93346718409137
1599,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CC(C)O,298.4,-0.74572010968994
1600,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCO,293.28,-0.621801266552228
1601,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCCCO,298.0,-0.815453301126646
1602,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCCCCO,297.95,-0.880828083507958
1603,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCC(C)O,292.95,-0.808534834442088
1604,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCCCOC(=O)C,298.2,-0.949313339084964
1605,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCCOC(=O)C,293.3,-0.875526981368967
1606,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CC(C)CCO,303.18,-0.848844772434364
1607,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCC(=O)OC,293.23,-0.785050278147284
1608,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCCCCOC(=O)C,303.23,-0.967443423921997
1609,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCOC(=O)C,293.08,-0.774039247078465
1610,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CC(C)CO,303.2,-0.752425309031048
1611,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CC(C)OC(=O)C,303.12,-0.847272456957164
1612,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCO,298.1,-0.521947711190252
1613,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CC(C)O,303.2,-0.634197065555184
1614,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCCCO,303.1,-0.709123540999094
1615,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCC(C)O,297.85,-0.697299315969044
