Unnamed: 0,logS,temperature,solvent_smiles,solute_smiles
214,-1.558874652,293.15,CC(=O)C,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)CCCC
215,-2.163690796,290.15,CC(=O)C,O[C@@]1(C2=CC=CC=C2)C2=C(C=CC=C2)[C@@](O)(C2=CC=CC=C2)C2=C1C=CC=C2
216,0.23155772,298.15,CC(=O)C,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F
217,-0.285320521,298.15,CC(=O)C,CC(=O)NC1=CC=C(O)C=C1
218,-0.154774845,298.15,CC(=O)C,CC1(C)CC(\C=C\C2=CC=C(O)C=C2)=C/C(C1)=C(/C#N)C#N
219,-2.770184797,293.15,CC(=O)C,OCCOC1=C2C=CC=CC2=C(OCCO)C(=C1)P1(=O)OC2=C(C=CC=C2)C2=C1C=CC=C2
220,0.29173523,296.15,CC(=O)C,CN(C(N)=O)C1=CC=CC=C1
221,-2.956637714,293.15,CC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OCCCCOP(O)(=O)OCCN
222,0.242728476,298.15,CC(=O)C,NC(=O)C1=CC=CC=C1O
223,-0.250914279,293.15,CC(=O)C,Cl[C@H]1[C@H](Cl)[C@@H](Cl)C2=CC=CC=C2[C@@H]1Cl
224,0.058657723,293.15,CC(=O)C,CSCC12CSCC(C1)C(C)=CC2=O
225,-1.32820329,293.15,CC(=O)C,CCCCCCC(O)CC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C
226,0.433770301,293.15,CC(=O)C,CC(=O)N(C1CCCCC1)C1=CC=CC=C1
227,0.579982105,292.98999999999995,CC(=O)C,CC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
228,-1.274455393,293.15,CC(=O)C,CCCCCCCCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C
229,-1.915224565,303.15,CC(=O)C,OC1=CC(Br)=C(C=C1)N(=O)=O
230,-0.262381779,293.15,CC(=O)C,CCCCCCCCCCCCCC(O)=O
231,-0.30364119,293.15,CC(=O)C,OC(=O)C1=CC=C(Br)C=C1
232,-1.459936021,293.15,CC(=O)C,[H][C@](O)(C(=O)NCCC(=O)NCCSC(=O)C1=CC=CC2=C1C=CC=C2)C(C)(C)CO
233,0.304933209,298.15,CC(=O)C,NC1=CC=C(C=C1)N(=O)=O
234,0.337934939,290.15,CC(=O)C,O=N(=O)C1=CC(=CC(=C1)N(=O)=O)N(=O)=O
235,-1.684379381,293.15,CC(=O)C,CN(C)C1=CC=C(NC(=O)N(C=O)C2=CC=C(C=C2)N(C)C)C=C1
236,-0.401133386,296.15,CC(=O)C,O=N(=O)C1=CC=C(OC2=C(C=C(C=C2N(=O)=O)N(=O)=O)N(=O)=O)C(=C1)N(=O)=O
237,0.184891445,288.15,CC(=O)C,OC1=CC=C(C=C1N(=O)=O)N(=O)=O
238,-3.841548882,293.15,CC(=O)C,CCCCCCCCCC\C=C\C(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C
239,-1.11674556,288.15,CC(=O)C,O=N(=O)C1=CC(=C(NC2=CC=C(C=C2N(=O)=O)N(=O)=O)C=C1)N(=O)=O
240,-2.235825584,298.15,CC(=O)C,CCOC(=O)C1=C(C)NC(\C=C2/N=C(C)C(C(=O)OCC)=C/2C)=C1C
241,-0.883639862,293.15,CC(=O)C,[H][C@](O)(C(=O)NCCC(=O)NCCSC(=O)C1=CC=CC=C1)C(C)(C)CO
242,-0.341620856,303.15,CC(=O)C,N1C2=C(C=CC=C2)C2=C1C=CC=C2
243,-0.194784817,293.15,CC(=O)C,CC1=CC(=CC(C)=C1)C(O)=O
244,-1.498936526,298.15,CC(=O)C,C1COCCOC2=C(OCCOCCOCCOC3=C(OCCO1)C=CC=C3)C=CC=C2
245,-2.452585735,296.54999999999995,CC(=O)C,[H][C@](O)(CO)[C@]([H])(O)CO
246,-0.136173606,293.15,CC(=O)C,NC1=C(NC2=C(Cl)C=CC=C2)C=CC(Cl)=C1
247,-2.137703915,293.15,CC(=O)C,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O
248,-0.274730371,293.15,CC(=O)C,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OC(=O)C4=CC=CC=C4)C=C3CC[C@@]21[H]
249,-1.170790508,293.15,CC(=O)C,CCCCCCCCCC(O)CC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C
250,-0.88605527,295.15,CC(=O)C,O=C1C2=CC(=CC(=C2C2=C1C=C(C=C2)N(=O)=O)N(=O)=O)N(=O)=O
251,-2.567341591,292.15,CC(=O)C,COC(=O)C1=C(O[C@@H]2O[C@H](CO[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)C=CC=C1
252,-0.784023236,289.15,CC(=O)C,O[C@H]1CC[C@H](O)CC1
253,-1.628811407,288.15,CC(=O)C,ONC(=O)CCCCCCNC(=O)C1=CN=C(N=C1)N(C1=CC=CC=C1)C1=CC=CC=C1Cl
254,0.259120927,293.15,CC(=O)C,CC(=O)CC(=O)N(C1=CC=CC=C1)C1=CC=CC=C1
255,-1.673363962,293.15,CC(=O)C,CN(C)C1=CC=C(NC(=O)N(C(C)=O)C2=CC=C(C=C2)N(C)C)C=C1
256,0.017033838,293.15,CC(=O)C,OC(=O)C1=CC=CC(Br)=C1
257,-0.680578154,303.15,CC(=O)C,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H]
258,0.964031913,288.45,CC(=O)C,O=C1COCCO1
259,-3.847163773,298.15,CC(=O)C,CCCS(=O)C1=CC=C2NC(NC(=O)OC)=NC2=C1
260,-2.190811492,298.15,CC(=O)C,CC#CC(=O)N1CCC[C@H]1C1=NC(=C2N1C=CN=C2N)C1=CC=C(C=C1)C(=O)NC1=NC=CC=C1
261,-1.330517261,298.15,CC(=O)C,OC1=C2N=CC=CC2=C(Cl)C=C1Cl
262,-2.987228403,291.15,CC(=O)C,OC[C@H]1O[C@@H](OC2=CC3=C(C(=O)C(=CO3)C3=CC(O)=C(O)C=C3)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O
263,-0.558543656,298.15,CC(=O)C,ClC1=C2C(=O)C(Cl)(Cl)C(=O)C2=C(Cl)C(Cl)=C1Cl
264,-2.573802534,298.15,CC(=O)C,O=C1OC(=O)C2=C1C=CC(=C2)C1=CC2=C(C=C1)C(=O)OC2=O
265,0.996380458,293.15,CC(=O)C,OC(=O)CC1=CC=CC=C1
266,-0.642191393,298.14,CC(=O)C,OC(=O)CCCCC(O)=O
267,-1.371742918,294.15,CC(=O)C,CC(=O)OC(COC(=O)C1=CC=C(C=C1)N(=O)=O)COC(=O)C1=CC=C(C=C1)N(=O)=O
268,-0.771354104,298.15,CC(=O)C,NS(=O)(=O)C1=CC=C(C=C1)S(N)(=O)=O
269,0.513935905,298.15,CC(=O)C,OC(=O)C1=CC=CC=C1
270,-0.059761557,296.65,CC(=O)C,NC1=CC=C(C(O)=O)C(O)=C1
271,-1.661214006,293.15,CC(=O)C,CCCCCCCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C
272,0.334813507,298.15,CC(=O)C,O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1
273,-1.000531873,298.15,CC(=O)C,[H][C@](CC(C)C)(NC(C)=O)C(O)=O
274,-0.187864636,298.15,CC(=O)C,OC(=O)C1=CC(O)=CC=C1O
275,-0.678052926,293.15,CC(=O)C,CNC(=O)C(=N\OC)\C1=C(COC2=CC(C)=CC=C2C)C=CC=C1
276,-1.08782952,298.15,CC(=O)C,CC(OC1=CC=CC2=CC=CC=C12)C(N)=O
277,-2.008829226,293.15,CC(=O)C,C\C=C\CCCCCCCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C
278,0.495843183,288.15,CC(=O)C,ClCCN(CCCl)C1=CC2=CC=CC=C2C=C1
279,-0.855331724,293.15,CC(=O)C,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)C(O)=O
280,-1.549759551,288.15,CC(=O)C,CCCCCCCCCCCCCCCCCCCCCCC(O)=O
281,-0.926617581,292.15,CC(=O)C,CN1C2C(N(C)C1=O)N(C)C(=O)N2C
282,-0.125835238,293.15,CC(=O)C,NC1=C(C(=C(C(=C1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
283,-1.361191135,293.15,CC(=O)C,CN(C)C1=CC=C(NC(=O)N(C(=O)\C=C(/C)C)C2=CC=C(C=C2)N(C)C)C=C1
284,-1.657652075,298.35,CC(=O)C,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)CC[C@]5(C)[C@@]4([H])[C@H](O)C[C@]3(C)[C@@]1(O2)C(C)=O
285,0.584462402,298.15,CC(=O)C,OC(=O)CC1=CC=C(O)C=C1
286,-1.610363812,293.15,CC(=O)C,O=C(NC1=CC=CC2=CC=CC=C12)N(C1=CC=CC=C1)C1=CC=CC=C1
287,-0.800254097,293.15,CC(=O)C,OC(=O)C1=CC=C(Cl)C=C1
288,0.158363452,293.15,CC(=O)C,OC(=O)C1=CC=CC=C1Br
289,-1.234212462,293.15,CC(=O)C,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(C)=O
290,0.188218301,298.15,CC(=O)C,[H][C@@](CCSC)(NC(C)=O)C(O)=O
291,-1.843158001,293.15,CC(=O)C,OCCCCOC(=O)NCCCCCCNC(=O)OCCCCO
292,-0.953518081,293.15,CC(=O)C,O=C(N=N#N)C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
293,-0.825313022,293.15,CC(=O)C,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC=O
294,0.38412846,298.15,CC(=O)C,OC(=O)C1=CC=CC=C1O
295,-1.973656539,298.15,CC(=O)C,OC1CCN2CC3=CC=CC=C3N=C12
296,-0.983384521,293.19,CC(=O)C,[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(OC)C(OC)=C1)C1=C(C=C3OCOC3=C1)[C@@H]2O
297,-0.960685547,293.15,CC(=O)C,O[C@@H](CCC1=CCCC1=O)CC(O)=O
298,-3.038076782,298.23999999999995,CC(=O)C,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1
299,-1.952421268,291.15,CC(=O)C,CCCCCCCCCCCCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C
300,-0.10937206,293.15,CC(=O)C,NC1=C(NC2=CC=CC=C2)C=C(Cl)C=C1
301,-1.710176886,290.15,CC(=O)C,OCC1OC(OC2COC(OC12)C1=CC=CC=C1)C1=CC=CC=C1
302,-1.503768559,288.15,CC(=O)C,CC1=C(C(C)=C(C(C)=C1N(=O)=O)N(=O)=O)N(=O)=O
303,-0.718857066,300.04,CC(=O)C,ClC1=NC=C(CN2CCN=C2NN(=O)=O)C=C1
304,-2.872381259,288.15,CC(=O)C,[H][C@@](C)(O)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C
305,0.485879894,290.15,CC(=O)C,CC1=C(C(O)=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
306,-1.977723605,290.15,CC(=O)C,[H][C@@]1(COC(O1)C1=CC=CC=C1)[C@]1([H])O[C@@H](O[C@]2([H])CO[C@@H](O[C@]12[H])C1=CC=CC=C1)C1=CC=CC=C1
307,-1.047799986,293.15,CC(=O)C,OC1=C2C=CC=CC2=C(O)C(=C1)P1(=O)OC2=C(C=CC=C2CC2=CC=CC=C2)C2=C1C=CC=C2
308,-3.642366818,298.15,CC(=O)C,OC1=C2N=CC=CC2=C(C=C1I)S(O)(=O)=O
309,0.18450416,288.15,CC(=O)C,CC1=CC=C(C)C(=C1N(=O)=O)N(=O)=O
310,0.105205217,297.98999999999995,CC(=O)C,OC(=O)C=CC1=CC=CO1
311,-1.193822267,293.15,CC(=O)C,C1=CC=C2C(C=CC=C2C2=CC=CC3=CC=CC=C23)=C1
312,-1.578606935,303.14,CC(=O)C,C1C2CC3C4CC5CC(C14)C(C2)C3C5
313,-0.864231194,298.15,CC(=O)C,COC1=CC(\C=C\C(=O)C=C(O)\C=C\C2=CC=C(O)C(OC)=C2)=CC=C1O
314,-0.683335271,288.15,CC(=O)C,CC1=CC(=C(C)C(=C1N(=O)=O)N(=O)=O)N(=O)=O
315,-0.159574123,293.15,CC(=O)C,CO\N=C(\C(=O)OC)C1=CC=CC=C1COC1=C(C)C=CC=C1
316,0.984337524,288.15,CC(=O)C,CC1=CC=C(C=C1)N(=O)=O
317,-2.029805828,293.15,CC(=O)C,CCOC1=C(C=C(C=C1)N(=O)=O)\C=N\NC(N)=O
318,0.144793846,298.14,CC(=O)C,OC1=CC=C(C=C1)C(=O)C1=C(O)C(O)=C(O)C=C1
319,0.684477909,298.15,CC(=O)C,C1=CC=C(C=C1)C1=CC=CC=C1
320,-1.776470431,289.15,CC(=O)C,O=N(=O)C1=CC=CC2=C(C=CC=C12)N(=O)=O
321,-1.402735403,302.25,CC(=O)C,OCP1(=O)OC2=C(C=CC=C2)C2=CC=CC=C12
322,-2.896797821,298.15,CC(=O)C,COC1=CC=C(C=C1OC)C(=O)N1CCN(CC1)C1=CC2=C(NC(=O)CC2)C=C1
323,0.600506438,288.15,CC(=O)C,CC1=C(O)C(=CC(=C1)N(=O)=O)N(=O)=O
0,-3.332075128,293.15,C1=CC=CC=C1,Cc1cc(O)c2C(=O)c3c(O)cc(O)c4C(=O)C(C)(C)c5cc(O)c1c2c5c34
1,0.171100776,295.15,C1=CC=CC=C1,O=C1CCCCCCCCCCCCCCCCCN1
2,-0.885219291,293.15,C1=CC=CC=C1,Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl
3,-1.342690328,293.15,C1=CC=CC=C1,CCCCCCC(N)=O
4,-0.969402295,298.15,C1=CC=CC=C1,OC(=O)c1cccc(c1)[N+]([O-])=O
5,-0.810589193,291.15,C1=CC=CC=C1,CN(c1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O
6,-1.058156274,293.15,C1=CC=CC=C1,CCCCCC(N)=O
7,-2.34814254,298.15,C1=CC=CC=C1,Nc1ccc(cc1)C(O)=O
8,0.436610032,290.15,C1=CC=CC=C1,Cc1ccc(cc1)N(c2cccc(C)c2)c3cccc(C)c3
9,0.224355743,288.15,C1=CC=CC=C1,CCOc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O
10,-2.988178757,293.15,C1=CC=CC=C1,COc1cccc(C=NNc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O)c1
11,0.117757985,293.15,C1=CC=CC=C1,CC12SC3(C)SC(C)(S1)SC(C)(S2)S3
12,-0.39912237,293.15,C1=CC=CC=C1,[C@@H]45C3=NC1=C([C@H]2CC[C@@H]1C2(C)C)N=C3[C@@H](CC4)C5(C)C
13,-0.405925001,299.15,C1=CC=CC=C1,C[C@@H]3CCCC(NC(=O)c1cccc2ccccc12)C3
14,-0.044894198,303.15,C1=CC=CC=C1,Cc1ccccc1N=Nc2ccc(O)cc2
15,-0.91164702,298.15,C1=CC=CC=C1,Clc1c(Cl)c(Cl)c2C(=O)OC(=O)c2c1Cl
16,-0.270795364,299.15,C1=CC=CC=C1,N#C/C(c1ccccc1)=N(=O)/c2ccc(Cl)cc2
17,-0.25369029,303.15,C1=CC=CC=C1,Cc1cc(O)ccc1N=Nc2ccccc2
18,-0.259626574,293.15,C1=CC=CC=C1,c1cc2ccc3cccc4ccc(c1)c2c34
19,-3.397897726,298.15,C1=CC=CC=C1,OC(=O)CCC(=O)NNC(=O)c1ccccc1
20,-0.842909873,293.15,C1=CC=CC=C1,Cl[S](=O)(=O)c1cccc2c1cccc2[S](Cl)(=O)=O
21,-0.034809562,297.15,C1=CC=CC=C1,O=C(OCOC(=O)c1ccccc1)c2ccccc2
22,-3.368383065,298.15,C1=CC=CC=C1,OC(=O)CCCCCCCC(O)=O
23,-1.868131264,288.15,C1=CC=CC=C1,[O-][N+](=O)c1cc2cccc(c2c(c1)[N+]([O-])=O)[N+]([O-])=O
24,-1.139808281,303.15,C1=CC=CC=C1,c1ccc(cc1)/N=N/c2ccc(cc2)O
25,-2.795880925,298.15,C1=CC=CC=C1,CCc1c(c2/cc/3\nc(/cc\4/c(c(/c(/[nH]4)c/c5n/c(c\c1[nH]2)/C(=C5C)CC)C)CC)C(=C3C)CC)C
26,-1.4242941,293.15,C1=CC=CC=C1,CCOC(=O)c1cnn(C)c1[S](=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2
27,-1.881211544,295.15,C1=CC=CC=C1,NC(=O)C(O)c1ccccc1Cl
28,-2.756356503,293.15,C1=CC=CC=C1,N#Cc1c2ccccc2c(C#N)c3ccccc13
29,-0.625153426,293.15,C1=CC=CC=C1,Cc1ccc(c(C)c1)C(O)=O
30,-1.431597495,292.15,C1=CC=CC=C1,C(=CC=Cc1ccccc1)C=Cc2ccccc2
31,-1.507550426,303.15,C1=CC=CC=C1,Oc1ccc(N=Nc2ccccc2)c(O)c1
32,-2.713522567,293.15,C1=CC=CC=C1,CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35
33,-1.019509832,298.15,C1=CC=CC=C1,Oc1ccc(cc1)[N+]([O-])=O
34,-0.431798276,299.15,C1=CC=CC=C1,CC(C)CC(CC(C)C)(CC(C)C)C(=O)NO
35,-1.598802144,295.15,C1=CC=CC=C1,OC(C(O)=O)c1ccc(Cl)cc1
36,0.648860333,293.15,C1=CC=CC=C1,CCC\C=C/C(N)=O
37,-1.554882494,293.15,C1=CC=CC=C1,CCC\C=C\C(N)=O
38,-0.376755606,299.15,C1=CC=CC=C1,ON=C1C(=O)C=Cc2ccccc12
39,-2.188086645,296.15,C1=CC=CC=C1,O=C1c2ccccc2c3c4c1cccc4c5cccc6C(=O)c7ccccc7c3c56
40,-1.40926556,293.15,C1=CC=CC=C1,CCCCCCC(C)=NNC(N)=O
41,-3.81024671,297.15,C1=CC=CC=C1,OC(C#CC(O)(c1ccccc1)c2ccccc2)(c3ccccc3)c4ccccc4
42,-0.942313597,298.15,C1=CC=CC=C1,C[C@H]1OC=C2C(=C(C(O)=O)C(=O)C(=C2[C@@H]1C)C)O
43,-2.971795408,294.15,C1=CC=CC=C1,O=C(C(C(=O)c1ccccc1)C(=O)c2ccccc2)c3ccccc3
44,0.969157398,303.15,C1=CC=CC=C1,CCC1=CC(N=Nc2ccccc2O)(C(O)C=C1)c3ccccc3
45,-2.042149762,298.15,C1=CC=CC=C1,CCCCCCCCC(O)C(O)CCCCCCCC
46,0.260115988,297.98999999999995,C1=CC=CC=C1,C1Cc2cccc3cccc1c23
47,-3.225777791,293.15,C1=CC=CC=C1,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3
48,0.667218289,290.15,C1=CC=CC=C1,[O-][N+](=O)c1ccc(Cl)cc1
49,0.060099036,295.15,C1=CC=CC=C1,CCOC(=O)C(=O)C(=O)OCC
50,-2.380508679,293.15,C1=CC=CC=C1,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2
51,-0.389334259,293.15,C1=CC=CC=C1,CN(C(=O)C(=O)N(C)[N+]([O-])=O)[N+]([O-])=O
52,-0.757635078,298.04999999999995,C1=CC=CC=C1,CCCc1ccc(O)cc1O
53,-1.560280876,288.15,C1=CC=CC=C1,Cc5ccc(/N=C(Nc1ccc(C)cc1)/N(c2ccc(C)cc2)c4nc3cc(C)ccc3[nH]4)cc5
54,0.225964192,298.15,C1=CC=CC=C1,c1ccc(cc1)/N=N/c2ccccc2
55,-1.599681728,293.15,C1=CC=CC=C1,CCCC(N)=O
56,-1.62903887,289.15,C1=CC=CC=C1,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
57,-2.325706484,292.15,C1=CC=CC=C1,O=C1c2cccc3cccc(c23)C1=C4C(=O)c5cccc6cccc4c56
58,0.012926413,298.15,C1=CC=CC=C1,Nc1ccccc1[N+]([O-])=O
59,0.093925079,293.15,C1=CC=CC=C1,CCCCC(CCC)=NNC(N)=O
60,-0.798836918,298.15,C1=CC=CC=C1,COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=O)[C@H]3c2cc1OC)C(C)C
61,-1.721252106,293.15,C1=CC=CC=C1,c1ccc2cc3c(ccc4ccccc34)cc2c1
62,-3.859925539,294.15,C1=CC=CC=C1,CC(=O)NC(Cc1c[nH]c2ccccc12)C(O)=O
63,-0.292462151,303.15,C1=CC=CC=C1,c1ccc(cc1)/N=N/c2cc(cc(c2O)Cl)Cl
64,-1.221602711,293.15,C1=CC=CC=C1,COc1cc(ccc1c2ccccc2)c3ccc(c(OC)c3)c4ccccc4
65,-1.757193026,293.15,C1=CC=CC=C1,CCCCCCCCCCC(N)=O
66,0.534292363,288.15,C1=CC=CC=C1,COc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O
67,-0.921639663,294.15,C1=CC=CC=C1,BrC1C(OC(=O)C1=O)c2ccc(Br)cc2
68,-1.281816615,298.04999999999995,C1=CC=CC=C1,Cc1ccc(O)cc1O
69,-1.071971787,298.15,C1=CC=CC=C1,CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)COC(=O)CC
70,-1.214763328,298.04999999999995,C1=CC=CC=C1,CCc1c(O)cc(C)cc1O
71,-2.555160472,293.15,C1=CC=CC=C1,CCC1(CC)C(=O)NC(=O)NC1=O
72,-1.303584743,293.15,C1=CC=CC=C1,c1ccc2c(c1)C(c3ccccc23)C4(C5c6ccccc6c7ccccc57)c8ccccc8c9ccccc49
73,-2.917370255,298.15,C1=CC=CC=C1,CCCCCCCCCC(C(O)=O)C(O)=O
74,-1.57469315,289.15,C1=CC=CC=C1,OC(=O)[C@@H](Br)[C@@H](Br)c1ccccc1
75,-1.07109206,298.15,C1=CC=CC=C1,CC(=O)Nc1ccccc1
76,-1.899207463,298.15,C1=CC=CC=C1,COc1cc2OC[C@H]3Oc4c(CC=C(C)C)c(O)ccc4C(=O)[C@H]3c2cc1OC
77,-1.697800618,293.15,C1=CC=CC=C1,CCCCCCCCC(N)=O
78,-1.68029568,297.15,C1=CC=CC=C1,Oc1cccc(O)c1
79,-1.979195892,288.15,C1=CC=CC=C1,Cc1ccc3c(c1)nc(Nc2ccccc2)n3/C(=N\c4ccccc4)Nc5ccccc5
80,-2.166856699,296.15,C1=CC=CC=C1,CC1OC(C)OC(C)OC(C)O1
81,-0.99238638,293.15,C1=CC=CC=C1,[O-][N+](=O)c1ccc(Cc2ccc(cc2)[N+]([O-])=O)cc1
82,-0.614688332,297.15,C1=CC=CC=C1,CCC1(NC(=O)N(C)C1=O)c2ccccc2
83,-0.339592419,299.15,C1=CC=CC=C1,c1(ccccc1)C(C#N)=N(=O)c2ccc(C)cc2
84,0.341264486,293.15,C1=CC=CC=C1,CCCCC\C=C/C(N)=O
85,-1.845642737,293.15,C1=CC=CC=C1,CCCCC/C=C/C(N)=O
86,-0.470606864,298.15,C1=CC=CC=C1,CN1CC[C@]23[C@H]4Oc5c(OC(C)=O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4OC(C)=O)c35
87,-1.389230833,303.15,C1=CC=CC=C1,CC(=O)c1cccc(c1)N=Nc2cc(C)c(O)cc2C
88,-0.767429023,288.15,C1=CC=CC=C1,CCOC(=O)C(=NNc1c(Br)cc(Br)cc1Br)C#N
89,-0.53745977,303.15,C1=CC=CC=C1,CCc1cc(O)c(C)cc1N=Nc2cccc(c2)C(C)=O
90,-0.1487414,299.15,C1=CC=CC=C1,CCCCCCCCC(CC)(CC)C(=O)NO
91,-1.873628627,288.15,C1=CC=CC=C1,OC(=O)C1c2ccccc2Cc3ccccc13
92,-0.287862464,293.15,C1=CC=CC=C1,Cc1cccc(C)c1C(O)=O
93,-3.625930531,298.15,C1=CC=CC=C1,CCCCCCCCCCC(C(O)=O)C(O)=O
94,-1.551642395,303.15,C1=CC=CC=C1,CCc1cc(O)ccc1N=Nc2cccc(c2)C(C)=O
95,-1.522871363,299.15,C1=CC=CC=C1,CCC(CC)(Cc1ccc(C)cc1)C(=O)NO
96,-0.836325348,298.15,C1=CC=CC=C1,S1C(SC(SC1c2ccccc2)c3ccccc3)c4ccccc4
97,0.113387133,290.15,C1=CC=CC=C1,[O-][N+](=O)c1cc(c(Cl)c(c1)[N+]([O-])=O)[N+]([O-])=O
98,-1.434809842,293.15,C1=CC=CC=C1,CCCCCCC/C=C/C(N)=O
99,0.028641502,293.15,C1=CC=CC=C1,CCCCCCCC=CC(N)=O
100,-0.779883089,293.15,C1=CC=CC=C1,OC(=O)c1c(Br)cccc1Br
101,-3.030984062,293.15,C1=CC=CC=C1,[O-][N+](=O)c1ccc(NN=Cc2cccc(Br)c2)c(c1)[N+]([O-])=O
102,-0.863545786,293.15,C1=CC=CC=C1,O=[S](Cc1ccccc1)Cc2ccccc2
103,-0.602048918,299.15,C1=CC=CC=C1,CCCC(CCC)(c1ccccc1)C(=O)NO
104,-1.213439666,293.15,C1=CC=CC=C1,O=C1c2ccccc2c3cccc4cccc1c34
105,-1.719870244,288.15,C1=CC=CC=C1,Cc1ccc(NC(=Nc2ccc(C)cc2)n3c(Nc4ccc(C)cc4)nc5cc(C)ccc35)cc1
106,-0.519907217,293.15,C1=CC=CC=C1,Cl[S](=O)(=O)c1cc2c(cccc2[S](Cl)(=O)=O)c(c1)[S](Cl)(=O)=O
107,-1.458053873,292.65,C1=CC=CC=C1,Nc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O
108,-2.297149663,290.15,C1=CC=CC=C1,OOC1(c2ccccc2)c3ccccc3C(OO)(c4ccccc4)c5ccccc15
109,-1.307227288,293.15,C1=CC=CC=C1,Cc1ccc(cc1)C(=O)N(O)c2ccc(Cl)cc2
110,-0.587374305,303.15,C1=CC=CC=C1,Oc1ccc(cc1)N=Nc2ccccc2[N+]([O-])=O
111,-3.390787543,293.15,C1=CC=CC=C1,COC(=O)c1ccc(cc1)C=NNc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O
112,0.646344068,303.15,C1=CC=CC=C1,CC(C)(C)c1ccc(O)c(c1)N=Nc2ccccc2
113,-1.588474696,298.15,C1=CC=CC=C1,O[C@H]([C@@H](O)c1ccccc1)c2ccccc2
114,-1.694205445,296.15,C1=CC=CC=C1,Cc1ccc2C(=O)c3ccccc3c4c2c1c5c(C)ccc6C(=O)c7ccccc7c4c56
